reaction_id,article_id,entity,entity_type,asian_status,reaction,reaction_reason,date
reaction_112,Article_10,Network Contagion Research Institute,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-10
reaction_113,Article_11,Andrew Yang,politicians,Asian,Color blind/minimizing racism,Mr. Yang bent over backward to sympathize with and excuse the behavior of people making such attacks and insisted that Asian Americans must disarm such racism by becoming more visibly American.,2020-04-09
reaction_114,Article_11,David Inoue,professionals,Asian,Cannot be inferred,,2020-04-09
reaction_115,Article_11,2-year-old Asian American girl,victims,Asian,Cannot be inferred,,2020-04-09
reaction_116,Article_11,6-year-old sibling,victims,Asian,Cannot be inferred,,2020-04-09
reaction_117,Article_11,April Lee,other_individuals,Asian,Cannot be inferred,,2020-04-09
reaction_118,Article_11,Susan R. Paisner,other_individuals,Non-Asian,Cannot be inferred,,2020-04-09
reaction_119,Article_11,Dan Balz,other_individuals,Non-Asian,Cannot be inferred,,2020-04-09
reaction_120,Article_11,Sandy Apgar,other_individuals,Non-Asian,Cannot be inferred,,2020-04-09
reaction_121,Article_11,Japanese American Citizens League,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-09
reaction_122,Article_11,President Trump,politicians,Non-Asian,Cannot be inferred,,2020-04-09
reaction_123,Article_12,Unknown Politician,politicians,Cannot be inferred,Cannot be inferred,,2020-04-03
reaction_124,Article_12,Natalie Chou,professionals,Asian,Cannot be inferred,,2020-04-03
reaction_125,Article_12,Shane Gillis,celebrities,Non-Asian,Cannot be inferred,,2020-04-03
reaction_126,Article_12,Unknown Teenager,perpetrators,Non-Asian,Cannot be inferred,,2020-04-03
reaction_127,Article_12,Asian Americans,victims,Asian,Cannot be inferred,,2020-04-03
reaction_128,Article_12,Asian Elderly,victims,Asian,Cannot be inferred,,2020-04-03
reaction_129,Article_12,Evelyn,other_individuals,Cannot be inferred,Cannot be inferred,,2020-04-03
reaction_130,Article_12,my two boys,other_individuals,Cannot be inferred,Cannot be inferred,,2020-04-03
reaction_131,Article_12,the general public,other_individuals,Cannot be inferred,Cannot be inferred,,2020-04-03
reaction_132,Article_12,Crisis Text Line,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-03
reaction_133,Article_13,President Trump,politicians,Non-Asian,Support Asian Americans,But Trump's repeated insistence on calling coronavirus the 'Chinese virus' is more than just xenophobic; it causes harm both to Asian Americans and to the White House's response to this life-threatening pandemic. Trump's rhetoric adds fuel to the growing fire of hatred being misdirected at Asian Americans.,2020-03-19
reaction_134,Article_13,Unknown Man,perpetrators,Non-Asian,Cannot be inferred,,2020-03-19
reaction_135,Article_13,Asian Woman,victims,Asian,Cannot be inferred,,2020-03-19
reaction_136,Article_13,Asian Passenger,victims,Asian,Cannot be inferred,,2020-03-19
reaction_137,Article_13,Thai American Woman,victims,Asian,Cannot be inferred,,2020-03-19
reaction_138,Article_13,Centers for Disease Control and Prevention,government_bodies,Not applicable,Support Asian Americans,The leaders of both the Centers for Disease Control and Prevention and the World Health Organization have warned that we should not use terms such as 'Chinese virus.',2020-03-19
reaction_139,Article_13,World Health Organization,government_bodies,Not applicable,Support Asian Americans,The leaders of both the Centers for Disease Control and Prevention and the World Health Organization have warned that we should not use terms such as 'Chinese virus.',2020-03-19
reaction_140,Article_14,Mei Chau,victims,Asian,Cannot be inferred,Exact sentence(s) from relevant_sentences,2020-05-17
reaction_141,Article_14,Gina Rivers,victims,Non-Asian,Cannot be inferred,,2020-05-17
reaction_142,Article_14,Liang Rivers,victims,Asian,Cannot be inferred,,2020-05-17
reaction_143,Article_14,Tracy Tran,victims,Asian,Cannot be inferred,,2020-05-17
reaction_144,Article_14,Wellington Chen,professionals,Asian,Cannot be inferred,,2020-05-17
reaction_145,Article_14,Jennifer Tam,victims,Asian,Cannot be inferred,"'I wish there was more attention from our elected officials,' said Jennifer Tam, a Chinatown resident who launched a volunteer effort there.",2020-05-17
reaction_146,Article_14,Robert Fairlie,professionals,Non-Asian,Cannot be inferred,,2020-05-17
reaction_147,Article_14,Ellen Wu,professionals,Asian,Cannot be inferred,,2020-05-17
reaction_148,Article_14,Nancy Pelosi,politicians,Non-Asian,Cannot be inferred,House Speaker Nancy Pelosi (D-Calif.) went to San Francisco's Chinatown early this year to urge customers back.,2020-05-17
reaction_149,Article_14,Gavin Newsom,politicians,Non-Asian,Cannot be inferred,,2020-05-17
reaction_150,Article_14,Chinatown Partnership,ngo_or_advocacy_groups,Not applicable,Support Asian Americans,"In New York City, people in Chinatown are trying to help each other. A volunteer effort of about 20 Asian American professionals has raised more than $100,000 to buy meals for front-line workers from Chinatown restaurants starved for orders.",2020-05-17
reaction_151,Article_14,Vicente Reid,professionals,Non-Asian,Cannot be inferred,,2020-05-17
reaction_152,Article_15,Lucy Li,victims,Asian,Cannot be inferred,,2020-05-20
reaction_153,Article_15,Grace Kao,professionals,Asian,Cannot be inferred,,2020-05-20
reaction_154,Article_15,Russell Jeung,professionals,Asian,Cannot be inferred,Cannot be inferred,2020-05-20
reaction_155,Article_15,Esther Choo,professionals,Asian,Cannot be inferred,,2020-05-20
reaction_156,Article_15,Gem Manalo,victims,Asian,Cannot be inferred,,2020-05-20
reaction_157,Article_15,Audrey Li,victims,Asian,Cannot be inferred,"Audrey Li, an internal-medicine resident at Beth Israel Deaconess Medical Center in Boston who plans to specialize in infectious diseases, said she was repeatedly told by a frustrated patient at another hospital to 'go back to your country.' Li, who was born in New Jersey to Chinese immigrant parents, was too shocked to respond and immediately wondered if she had done something wrong. But a white intern told the patient that her comments were unacceptable. 'Part of the unsettling piece of racism is you're never sure if it's something you as an individual did or if it's something that's immutable and larger than yourself,' said Li, 28. 'There was a sense of a little bit of guilt and shame for having forgotten what it was like to be marginalized in that way.'",2020-05-20
reaction_158,Article_15,Hengky Lim,victims,Asian,Cannot be inferred,,2020-05-20
reaction_159,Article_15,Amy Zhang,victims,Asian,Cannot be inferred,,2020-05-20
reaction_160,Article_15,Audrey Sue Cruz,victims,Asian,Support Asian Americans,The incident inspired her to join more than a dozen other doctors in producing an #iamnotavirus video to help combat the wave of bigotry against Asians.,2020-05-20
reaction_161,Article_15,Donald Trump,politicians,Non-Asian,Support Asian Americans,He has since tweeted that Asian Americans are not to be blamed for the virus's spread.,2020-05-20
reaction_162,Article_15,Ben Sasse,politicians,Non-Asian,Cannot be inferred,,2020-05-20
reaction_163,Article_15,Unknown Attacker,perpetrators,Non-Asian,Cannot be inferred,,2020-05-20
reaction_164,Article_15,Asian American Health-Care Workers,victims,Asian,Cannot be inferred,,2020-05-20
reaction_165,Article_15,White Intern,other_individuals,Non-Asian,Cannot be inferred,Exact sentence(s) from relevant_sentences,2020-05-20
reaction_166,Article_15,Patient,other_individuals,Cannot be inferred,Cannot be inferred,,2020-05-20
reaction_167,Article_15,Stranger,other_individuals,Cannot be inferred,Cannot be inferred,,2020-05-20
reaction_168,Article_15,Colleagues,other_individuals,Cannot be inferred,Cannot be inferred,,2020-05-20
reaction_169,Article_16,President Trump,politicians,Non-Asian,Cannot be inferred,,2020-10-10
reaction_170,Article_16,Rep. Judy Chu (D-Calif.),politicians,Asian,Support Asian Americans,"'They 'not only doubled down on the use of slurs like 'Chinese virus' and 'Kung flu,' they also denied the impact their own words were having on innocent Asian Americans who have been terrified by the anti-Asian hate we have witnessed throughout this pandemic,' Chu said.",2020-10-10
reaction_171,Article_16,DeAnna Lorraine,perpetrators,Non-Asian,Politicians initiated anti-Asian hate and racism,"For example, in one since-deleted tweet to her 394,000 followers, pro-Trump former congressional candidate DeAnna Lorraine said that 'China must pay for giving Trump COVID' and swore that 'we will have justice.'",2020-10-10
reaction_172,Article_16,Asian Americans,victims,Asian,Cannot be inferred,,2020-10-10
reaction_173,Article_16,Chinese President Xi Jinping,other_individuals,Asian,Cannot be inferred,,2020-10-10
reaction_174,Article_16,the president's followers,other_individuals,Cannot be inferred,Cannot be inferred,,2020-10-10
reaction_175,Article_16,the Anti-Defamation League,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-10-10
reaction_176,Article_16,Congressional Asian Pacific American Caucus,community_groups,Not applicable,Politicians initiated anti-Asian hate and racism,"'From the birther scandal to lies about immigrants to his attempt to blame China for his own failure to contain the coronavirus, Donald Trump has built his presidency on perpetuating conspiracy theories and racism,' Rep. Judy Chu (D-Calif.), chair of the Congressional Asian Pacific American Caucus, said in a statement.",2020-10-10
reaction_177,Article_16,a coalition of Asian American groups,community_groups,Not applicable,Cannot be inferred,,2020-10-10
reaction_178,Article_16,San Francisco State University,community_groups,Not applicable,Cannot be inferred,,2020-10-10
reaction_179,Article_17,Asian Americans,victims,Asian,Cannot be inferred,,2021-01-19
reaction_180,Article_17,California adults,Cannot be inferred,Cannot be inferred,Cannot be inferred,,2021-01-19
reaction_181,Article_17,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-01-19
reaction_182,Article_18,Anthony C. Ocampo,professionals,Asian,Support Asian Americans,"""by taking a stand against anti-black racism, Asian Americans send an urgent message: 'The same racist logic schemes that are keeping our communities down might look different in Black communities than they look in Asian American communities, but it's still the same system'""",2020-07-19
reaction_183,Article_18,Korean Woman,victims,Asian,Cannot be inferred,,2020-07-19
reaction_184,Article_18,my Asian friends,other_individuals,Cannot be inferred,Cannot be inferred,,2020-07-19
reaction_185,Article_18,the mother,other_individuals,Cannot be inferred,Cannot be inferred,,2020-07-19
reaction_186,Article_18,the son,other_individuals,Cannot be inferred,Cannot be inferred,,2020-07-19
reaction_187,Article_18,two white men,other_individuals,Non-Asian,Cannot be inferred,,2020-07-19
reaction_188,Article_18,the community,other_individuals,Cannot be inferred,Cannot be inferred,,2020-07-19
reaction_189,Article_18,Emma Gee,professionals,Asian,Cannot be inferred,,2020-07-19
reaction_190,Article_18,Yuji Ichioka,professionals,Asian,Cannot be inferred,,2020-07-19
reaction_191,Article_19,Erlanger Turner,professionals,Cannot be inferred,Cannot be inferred,,2020-06-13
reaction_192,Article_19,Michi Fu,professionals,Asian,Cannot be inferred,,2020-06-13
reaction_193,Article_19,Miguel Gallardo,professionals,Cannot be inferred,Cannot be inferred,,2020-06-13
reaction_194,Article_19,Asian Americans,victims,Asian,Cannot be inferred,,2020-06-13
reaction_195,Article_19,black Americans,victims,Non-Asian,Cannot be inferred,,2020-06-13
reaction_196,Article_19,the general public,other_individuals,Cannot be inferred,Cannot be inferred,,2020-06-13
reaction_197,Article_19,community members,other_individuals,Cannot be inferred,Cannot be inferred,,2020-06-13
reaction_198,Article_19,Census Bureau,government_bodies,Not applicable,Cannot be inferred,,2020-06-13
reaction_199,Article_19,Centers for Disease Control and Prevention,government_bodies,Not applicable,Cannot be inferred,,2020-06-13
reaction_200,Article_20,President Joe Biden,politicians,Non-Asian,Government takes actions to stop AAPI hate,President Biden has sought to blunt a reported surge in anti-Asian bias incidents by ordering the federal government not to use xenophobic language to describe the coronavirus and by calling 'vicious hate crimes' during the pandemic 'un-American.',2021-03-18
reaction_201,Article_20,Rep. Judy Chu (D-Calif.),politicians,Asian,Support Asian Americans,"'However, I do believe there is a way of disagreeing with China's policies without denigrating the Chinese people themselves,' said Rep. Judy Chu (D-Calif.), chair of the House Congressional Asian Pacific American Caucus.",2021-03-18
reaction_202,Article_20,Christopher Lu,other_individuals,Asian,Cannot be inferred,,2021-03-18
reaction_203,Article_20,Russell Jeung,professionals,Asian,Support Asian Americans,"'When America China-bashes, then Chinese get bashed, and so do those who look Chinese.'",2021-03-18
reaction_204,Article_20,Merrick Garland,professionals,Non-Asian,Cannot be inferred,,2021-03-18
reaction_205,Article_20,Robert Aaron Long,perpetrators,Non-Asian,Cannot be inferred,,2021-03-18
reaction_206,Article_20,Asian Women,victims,Asian,Government takes actions to stop AAPI hate,"The slaying of eight people, including six women of Asian descent, at three Georgia spas on Tuesday sparked demands for an urgent response from authorities.",2021-03-18
reaction_207,Article_20,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-03-18
reaction_208,Article_20,Asian Americans Advancing Justice,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,Exact sentence(s) from relevant_sentences,2021-03-18
reaction_209,Article_20,Franklin Tao,other_individuals,Asian,Cannot be inferred,,2021-03-18
reaction_210,Article_20,Katherine Tai,other_individuals,Asian,Government takes actions to stop AAPI hate,Chu and others have pushed Biden to elevate more Asian Americans to high-level jobs in his administration,2021-03-18
