reaction_id,article_id,entity,entity_type,asian_status,reaction,reaction_reason,date
reaction_112,Article_9,Department of Justice,government_bodies,Not applicable,Support Asian Americans,"Last month, Biden signed an executive order condemning anti-Asian racism and directed the Department of Justice to tackle the problem more aggressively.",2021-02-13
reaction_113,Article_9,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-02-13
reaction_114,Article_9,Massachusetts Asian American Commission,ngo_or_advocacy_groups,Not applicable,Takes actions to stop AAPI hate,"The state's Asian American Commission has developed a system for collecting reports about hate incidents and has been using its online platforms to promote resources to combat the violence. Last spring, the commission published a manual for responding to anti-Asian violence.",2021-02-13
reaction_115,Article_9,Boston Chinatown Neighborhood Center,community_groups,Not applicable,Cannot be inferred,,2021-02-13
reaction_116,Article_10,President Joe Biden,politicians,Non-Asian,Cannot be inferred,,2020-04-10
reaction_117,Article_10,President Trump,politicians,Non-Asian,Politicians initiated anti-Asian hate and racism,"Both research groups, which include some overlapping members, charted rises in these slurs near the peak of the outbreak in Wuhan, China, where the pandemic began, and again last month when President Trump used the term 'Chinese Virus' on Twitter.",2020-04-10
reaction_118,Article_10,Joel Finkelstein,professionals,Cannot be inferred,Cannot be inferred,"The words are like a virus,' said Joel Finkelstein, director of the Network Contagion Research Institute, a New Jersey-based nonprofit group that tracks hate speech online.",2020-04-10
reaction_119,Article_10,Jeremy Blackburn,professionals,Cannot be inferred,Cannot be inferred,,2020-04-10
reaction_120,Article_10,Russell Jeung,professionals,Asian,Fostering conversations about anti-Asian hate,"'Following xenophobic policies or statements, the next week we would see boycotts of Asian businesses and then the following week more interpersonal attacks on Asian individuals,' he said.",2020-04-10
reaction_121,Article_10,Charissa Cheah,professionals,Asian,Cannot be inferred,,2020-04-10
reaction_122,Article_10,Darren Linvill,professionals,Cannot be inferred,Cannot be inferred,,2020-04-10
reaction_123,Article_10,Asian Woman,victims,Asian,Cannot be inferred,,2020-04-10
reaction_124,Article_10,Woman in San Francisco,victims,Cannot be inferred,Cannot be inferred,,2020-04-10
reaction_125,Article_10,Yang Zhang,other_individuals,Asian,Cannot be inferred,,2020-04-10
reaction_126,Article_10,Chinese Student,other_individuals,Asian,Cannot be inferred,,2020-04-10
reaction_127,Article_10,Passenger on the Bus,other_individuals,Cannot be inferred,Cannot be inferred,,2020-04-10
reaction_128,Article_10,Man Yelling Expletives,other_individuals,Cannot be inferred,Cannot be inferred,,2020-04-10
reaction_129,Article_10,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-10
reaction_130,Article_10,Network Contagion Research Institute,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-10
reaction_131,Article_11,Andrew Yang,politicians,Asian,Cannot be inferred,"In his April 3 op-ed, 'We are not the virus, but we can be part of the solution,' Andrew Yang failed to recognize the fundamental reality of the racism that drives a teenager to call him by a slur, or the three men who glared at him with the accusatory look that he is to blame for the novel coronavirus.",2020-04-09
reaction_132,Article_11,David Inoue,professionals,Asian,Cannot be inferred,,2020-04-09
reaction_133,Article_11,2-year-old Asian American girl,victims,Asian,Cannot be inferred,,2020-04-09
reaction_134,Article_11,6-year-old sibling,victims,Asian,Cannot be inferred,,2020-04-09
reaction_135,Article_11,April Lee,other_individuals,Asian,Cannot be inferred,,2020-04-09
reaction_136,Article_11,Susan R. Paisner,other_individuals,Non-Asian,Cannot be inferred,,2020-04-09
reaction_137,Article_11,Dan Balz,other_individuals,Non-Asian,Cannot be inferred,,2020-04-09
reaction_138,Article_11,Sandy Apgar,other_individuals,Non-Asian,Cannot be inferred,,2020-04-09
reaction_139,Article_11,Japanese American Citizens League,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-09
reaction_140,Article_11,President Trump,politicians,Non-Asian,Cannot be inferred,,2020-04-09
reaction_141,Article_12,Unknown Politician,politicians,Cannot be inferred,Cannot be inferred,,2020-04-03
reaction_142,Article_12,Natalie Chou,professionals,Asian,Cannot be inferred,,2020-04-03
reaction_143,Article_12,Shane Gillis,celebrities,Non-Asian,Cannot be inferred,,2020-04-03
reaction_144,Article_12,Unknown Teenager,perpetrators,Non-Asian,Cannot be inferred,,2020-04-03
reaction_145,Article_12,Asian Americans,victims,Asian,Cannot be inferred,,2020-04-03
reaction_146,Article_12,Asian Elderly,victims,Asian,Cannot be inferred,,2020-04-03
reaction_147,Article_12,Evelyn,other_individuals,Cannot be inferred,Cannot be inferred,,2020-04-03
reaction_148,Article_12,my two boys,other_individuals,Cannot be inferred,Cannot be inferred,,2020-04-03
reaction_149,Article_12,the general public,other_individuals,Cannot be inferred,Cannot be inferred,,2020-04-03
reaction_150,Article_12,Crisis Text Line,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-03
reaction_151,Article_13,President Trump,politicians,Non-Asian,Support Asian Americans,But Trump's repeated insistence on calling coronavirus the 'Chinese virus' is more than just xenophobic; it causes harm both to Asian Americans and to the White House's response to this life-threatening pandemic. Trump's rhetoric adds fuel to the growing fire of hatred being misdirected at Asian Americans.,2020-03-19
reaction_152,Article_13,Unknown Man,perpetrators,Non-Asian,Cannot be inferred,,2020-03-19
reaction_153,Article_13,Asian Woman,victims,Asian,Cannot be inferred,,2020-03-19
reaction_154,Article_13,Asian Passenger,victims,Asian,Cannot be inferred,,2020-03-19
reaction_155,Article_13,Thai American Woman,victims,Asian,Cannot be inferred,,2020-03-19
reaction_156,Article_13,Centers for Disease Control and Prevention,government_bodies,Not applicable,Support Asian Americans,The leaders of both the Centers for Disease Control and Prevention and the World Health Organization have warned that we should not use terms such as 'Chinese virus.',2020-03-19
reaction_157,Article_13,World Health Organization,government_bodies,Not applicable,Support Asian Americans,The leaders of both the Centers for Disease Control and Prevention and the World Health Organization have warned that we should not use terms such as 'Chinese virus.',2020-03-19
reaction_158,Article_14,Mei Chau,victims,Asian,Feeling hopeless or support AAPI being not enough,"Chau thinks it's 'crazy' to reopen now even for takeout, with business still dismal and the pandemic raging.",2020-05-17
reaction_159,Article_14,Gina Rivers,victims,Non-Asian,Cannot be inferred,,2020-05-17
reaction_160,Article_14,Liang Rivers,victims,Asian,Cannot be inferred,,2020-05-17
reaction_161,Article_14,Tracy Tran,victims,Asian,Cannot be inferred,,2020-05-17
reaction_162,Article_14,Wellington Chen,professionals,Asian,Cannot be inferred,,2020-05-17
reaction_163,Article_14,Jennifer Tam,victims,Asian,Cannot be inferred,"'I wish there was more attention from our elected officials,' said Jennifer Tam, a Chinatown resident who launched a volunteer effort there.",2020-05-17
reaction_164,Article_14,Robert Fairlie,professionals,Non-Asian,Cannot be inferred,,2020-05-17
reaction_165,Article_14,Ellen Wu,professionals,Asian,Cannot be inferred,,2020-05-17
reaction_166,Article_14,Nancy Pelosi,politicians,Non-Asian,Cannot be inferred,House Speaker Nancy Pelosi (D-Calif.) went to San Francisco's Chinatown early this year to urge customers back.,2020-05-17
reaction_167,Article_14,Gavin Newsom,politicians,Non-Asian,Cannot be inferred,,2020-05-17
reaction_168,Article_14,Chinatown Partnership,ngo_or_advocacy_groups,Not applicable,Support Asian Americans,"In New York City, people in Chinatown are trying to help each other.",2020-05-17
reaction_169,Article_14,Vicente Reid,professionals,Non-Asian,Cannot be inferred,,2020-05-17
reaction_170,Article_15,Lucy Li,victims,Asian,Cannot be inferred,,2020-05-20
reaction_171,Article_15,Grace Kao,professionals,Asian,Cannot be inferred,,2020-05-20
reaction_172,Article_15,Russell Jeung,professionals,Asian,Fostering conversations about anti-Asian hate,"Jeung, who is researching racism and xenophobia amid the coronavirus pandemic, said a multilingual website set up by his department in a partnership with civil rights groups to document anti-Asian harassment has recorded more than 1,800 incidents since its March 19 launch.",2020-05-20
reaction_173,Article_15,Esther Choo,professionals,Asian,Cannot be inferred,,2020-05-20
reaction_174,Article_15,Gem Manalo,victims,Asian,Videotaping/confronting harasser/attacker,A stranger recorded the incident with her phone and assured Manalo that she would defend her if the man tried to physically harm her.,2020-05-20
reaction_175,Article_15,Audrey Li,victims,Asian,Support Asian Americans,"""But a white intern told the patient that her comments were unacceptable.""",2020-05-20
reaction_176,Article_15,Hengky Lim,victims,Asian,Cannot be inferred,,2020-05-20
reaction_177,Article_15,Amy Zhang,victims,Asian,Cannot be inferred,,2020-05-20
reaction_178,Article_15,Audrey Sue Cruz,victims,Asian,Speaking up on social media,She posted the video on Instagram.,2020-05-20
reaction_179,Article_15,Donald Trump,politicians,Non-Asian,Politicians initiated anti-Asian hate and racism,"For weeks, Trump deliberately referred to the coronavirus as the 'Chinese virus' despite guidance from public health officials to avoid attaching locations or ethnicity to a disease.",2020-05-20
reaction_180,Article_15,Ben Sasse,politicians,Non-Asian,Cannot be inferred,,2020-05-20
reaction_181,Article_15,Unknown Attacker,perpetrators,Non-Asian,Cannot be inferred,,2020-05-20
reaction_182,Article_15,Asian American Health-Care Workers,victims,Asian,Cannot be inferred,,2020-05-20
reaction_183,Article_15,White Intern,other_individuals,Non-Asian,Support Asian Americans,But a white intern told the patient that her comments were unacceptable.,2020-05-20
reaction_184,Article_15,Patient,other_individuals,Cannot be inferred,Cannot be inferred,,2020-05-20
reaction_185,Article_15,Stranger,other_individuals,Cannot be inferred,Cannot be inferred,,2020-05-20
reaction_186,Article_15,Colleagues,other_individuals,Cannot be inferred,Cannot be inferred,,2020-05-20
reaction_187,Article_16,President Trump,politicians,Non-Asian,Cannot be inferred,,2020-10-10
reaction_188,Article_16,Rep. Judy Chu (D-Calif.),politicians,Asian,Support Asian Americans,"'They 'not only doubled down on the use of slurs like 'Chinese virus' and 'Kung flu,' they also denied the impact their own words were having on innocent Asian Americans who have been terrified by the anti-Asian hate we have witnessed throughout this pandemic,' Chu said.",2020-10-10
reaction_189,Article_16,DeAnna Lorraine,politicians,Non-Asian,Politicians initiated anti-Asian hate and racism,"For example, in one since-deleted tweet to her 394,000 followers, pro-Trump former congressional candidate DeAnna Lorraine said that 'China must pay for giving Trump COVID' and swore that 'we will have justice.'",2020-10-10
reaction_190,Article_16,Asian Americans,victims,Asian,Cannot be inferred,,2020-10-10
reaction_191,Article_16,Chinese President Xi Jinping,other_individuals,Asian,Cannot be inferred,,2020-10-10
reaction_192,Article_16,the president's followers,other_individuals,Cannot be inferred,Cannot be inferred,,2020-10-10
reaction_193,Article_16,the Anti-Defamation League,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-10-10
reaction_194,Article_16,Congressional Asian Pacific American Caucus,community_groups,Not applicable,Politicians initiated anti-Asian hate and racism,"'From the birther scandal to lies about immigrants to his attempt to blame China for his own failure to contain the coronavirus, Donald Trump has built his presidency on perpetuating conspiracy theories and racism,' Rep. Judy Chu (D-Calif.), chair of the Congressional Asian Pacific American Caucus, said in a statement.",2020-10-10
reaction_195,Article_16,a coalition of Asian American groups,community_groups,Not applicable,Cannot be inferred,,2020-10-10
reaction_196,Article_16,San Francisco State University,community_groups,Not applicable,Cannot be inferred,,2020-10-10
reaction_197,Article_17,Asian Americans,victims,Asian,Cannot be inferred,,2021-01-19
reaction_198,Article_17,California adults,Cannot be inferred,Cannot be inferred,Cannot be inferred,,2021-01-19
reaction_199,Article_17,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-01-19
reaction_200,Article_18,Anthony C. Ocampo,professionals,Asian,Support Asian Americans,"As sociology professor Anthony C. Ocampo recently told Time magazine, by taking a stand against anti-black racism, Asian Americans send an urgent message: 'The same racist logic schemes that are keeping our communities down might look different in Black communities than they look in Asian American communities, but it's still the same system' - one that puts Asian Americans 'in a position where we can't write our own stories in this country.'",2020-07-19
reaction_201,Article_18,Korean Woman,victims,Asian,Cannot be inferred,,2020-07-19
reaction_202,Article_18,my Asian friends,other_individuals,Cannot be inferred,Cannot be inferred,,2020-07-19
reaction_203,Article_18,the mother,other_individuals,Cannot be inferred,Cannot be inferred,,2020-07-19
reaction_204,Article_18,the son,other_individuals,Cannot be inferred,Cannot be inferred,,2020-07-19
reaction_205,Article_18,two white men,other_individuals,Non-Asian,Cannot be inferred,,2020-07-19
reaction_206,Article_18,the community,other_individuals,Cannot be inferred,Cannot be inferred,,2020-07-19
reaction_207,Article_18,Emma Gee,professionals,Asian,Cannot be inferred,,2020-07-19
reaction_208,Article_18,Yuji Ichioka,professionals,Asian,Cannot be inferred,,2020-07-19
